,Acetanaerobacterium,Acetivibrio,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Akkermansia,Alistipes,Allisonella,Allobaculum,Anaerococcus,Anaerofilum,Anaeroplasma,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Atopobium,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Bulleidia,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldimonas,Caloramator,Campylobacter,Catenibacterium,Citrobacter,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Coraliomargarita,Corynebacterium,Cronobacter,Denitrobacterium,Desulfotomaculum,Desulfovibrio,Dialister,Dietzia,Dorea,Eggerthella,Elusimicrobium,Enterobacter,Enterococcus,Enterorhabdus,Erysipelothrix,EscherichiaShigella,Ethanoligenens,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gemmiger,Gordonibacter,Gracilibacter,Granulicatella,Haemophilus,Hespellia,Holdemania,Howardella,Hydrogenoanaerobacterium,Klebsiella,Lachnobacterium,Lactobacillus,Lactococcus,Lactonifactor,Lutispora,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Mitsuokella,Mobiluncus,Mogibacterium,Moryella,Murdochiella,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oxalobacter,Papillibacter,Parabacteroides,Paraprevotella,Parasporobacterium,Parasutterella,Parvimonas,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Robinsoniella,Roseburia,Rothia,Ruminococcus,Saccharofermentans,Selenomonas,Slackia,Sneathia,Solobacterium,Spiroplasma,Sporobacter,Staphylococcus,Streptococcus,Subdoligranulum,Succinivibrio,Sutterella,TM7_genera_incertae_sedis,Tepidimicrobium,Treponema,Turicibacter,Unassigned,Vampirovibrio,Veillonella,Victivallis,Weissella
SRR4341379,0,0,0,0,1,0,0,352,0,0,0,0,0,11,30,0,4,0,9430,391,67,23,13,0,13,82,0,27,55,0,0,0,0,3,1,3,331,33,0,5,0,119,3,0,0,4,0,0,368,0,13,0,0,0,0,0,0,729,0,16,439,0,14,0,0,56,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,0,0,601,0,0,216,543,1,0,2,0,0,0,1,0,34,32,10,0,0,400,1,220,0,0,0,1,0,0,69,0,5,1,0,150,0,0,0,0,454,0,4,0,0
SRR4341380,20,0,0,0,0,0,0,0,3,3,0,4,1,0,3,0,2,0,14,21,3,0,5,0,3,1,9,3,2,0,14,0,33,2,0,0,47,3,7,0,0,40,0,0,0,0,2,4,471,0,8,0,0,0,0,0,0,0,5,98,106,0,0,0,0,8,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,170,0,0,63,0,0,0,0,0,1,34,232,0,2,16,7,0,0,0,0,0,0,2,10,11124,14,0,0,0,237,0,5,0,0,0,0,4,1,12,0,1,0,2149,9,0,0,0,0,437,0,4,0,0
SRR4341381,0,0,0,0,0,0,339,0,0,23,0,0,0,1,21,0,0,0,2131,0,2,0,55,0,85,0,0,507,0,1,78,0,0,0,2,0,1401,177,0,6,0,56,0,0,0,0,0,3,417,0,68,0,0,0,1,0,0,84,0,0,2084,0,51,1,0,1,0,0,0,2,0,3,9,0,0,0,0,0,1,0,1,40,0,0,0,0,0,0,0,0,0,1,1,130,0,0,113,0,0,0,0,0,0,0,1,0,7284,11,0,0,0,192,0,40,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0
SRR4341382,0,0,0,0,0,0,1,22,65,14,0,0,0,8,15,0,16,0,13,0,15,22,12,0,45,2,0,4,5,0,25,21,4,42,4,0,616,483,1,22,0,166,0,0,1,0,0,0,8254,0,43,0,0,43,2,7,0,155,0,73,79,0,2,14,0,60,0,8,4,36,1,0,2,1,118,2,11,1,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,391,0,0,6,14,0,0,3,0,0,0,19,139,1884,1,3,0,0,223,9,37,0,0,3,0,2,0,6,0,193,0,0,391,0,0,0,0,1118,0,432,0,9
SRR4341383,7,0,98,0,0,0,0,1,0,0,0,3,0,5,0,0,2,0,76,0,0,6,9,0,1,4,10,19,2,0,4,0,101,2,0,0,626,22,0,0,0,317,0,0,0,0,0,15,169,0,3,0,0,0,1,0,0,37,0,15,51,0,0,0,0,53,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,138,0,0,0,0,2,0,10,50,0,0,2,7,0,0,0,0,0,0,92,24,10079,11,0,0,0,449,0,16,0,5,0,0,1,0,10,0,3,0,1784,70,0,0,0,0,643,10,2,6,0
SRR4341384,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,2,0,34,0,0,0,7,0,7,0,0,72,0,1,2,0,7,1,0,2,398,54,21,0,0,79,0,0,0,0,0,0,253,0,10,0,0,0,0,0,1,12,0,0,139,0,0,0,0,74,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,66,0,0,1,9,0,0,0,0,0,0,13,15,12567,1,0,0,0,129,0,7,0,0,0,0,0,0,1,0,4,0,1,99,0,0,0,0,1340,0,12,0,0
SRR4341387,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,83,1,1,0,18,0,19,6,0,7,0,0,32,25,21,0,0,1,180,4,0,0,0,14,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,2,358,0,5,0,0,28,0,0,0,8,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,87,12,0,0,0,0,0,0,0,46,12380,11,0,0,0,239,0,10,0,0,0,0,0,0,0,0,1,0,0,126,0,0,0,0,1644,0,9,0,0
SRR4341388,2,0,2,0,0,0,0,1,0,1,0,0,18,49,53,0,0,0,30,48,1,0,22,0,1,0,6,14,0,0,3,1,126,5,0,0,341,1,1,1,0,71,0,0,0,0,0,2,426,0,4,0,25,2,0,1,1,0,9,37,30,0,0,0,0,21,0,9,1,9,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,42,0,0,0,0,0,0,25,91,0,0,2,0,0,0,0,0,0,0,6,28,12275,2,10,0,1,161,0,21,2,0,1,0,2,5,4,0,1,0,596,4,0,0,0,2,758,11,8,2,0
SRR4341408,11,0,3,0,0,0,0,10,3,2,0,0,0,0,4,0,0,0,51,1,1,0,26,0,199,0,0,0,4,0,3,0,23,1,6,0,181,1,6,2,0,298,0,0,0,0,0,3,53,0,39,0,0,0,0,6,1,28,0,167,273,0,8,0,1,34,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,16,360,0,0,22,71,0,0,0,0,0,0,2,142,11483,1,10,0,0,74,0,96,0,0,8,0,0,1,65,0,4,0,1,42,0,0,0,0,1637,0,2,0,0
SRR4341409,0,0,0,0,0,0,0,108,0,0,0,0,0,0,3,0,1,0,3832,23,0,3,44,0,0,0,0,0,1,0,0,0,46,5,77,2,5978,27,10,0,0,127,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,39,0,5,133,0,0,1,0,11,0,8,0,13,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,133,0,3,33,314,0,0,0,0,0,0,80,0,30,6,0,0,0,173,0,187,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,3979,10,12,0,0
SRR4341410,4,0,5,0,0,0,0,0,1,2,0,4,0,0,0,0,5,0,59,12,0,0,14,0,3,0,0,12,1,0,4,0,240,3,0,0,66,5,11,1,0,13,0,0,0,0,0,3,1717,0,11,0,2,0,0,1,0,2,10,26,57,0,1,11,0,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,223,0,0,124,0,0,0,0,0,1,79,146,0,0,2,22,1,0,0,0,0,0,14,43,9863,7,7,0,0,72,0,62,0,4,0,0,4,0,19,0,28,0,331,29,1,0,81,0,1426,0,18,1,0
SRR4341411,431,0,143,0,0,0,0,106,2,17,0,2,0,28,30,10,20,1,553,142,48,40,122,0,8,62,0,18,26,0,30,0,426,30,14,2,1402,8,7,2,0,553,14,0,1,2,7,122,70,0,93,0,0,0,0,3,6,53,28,955,1991,0,16,0,0,189,1,414,0,6,3,0,8,5,1,4,4,0,0,8,0,1,111,0,0,16,0,1,0,0,59,0,6,2048,3,3,79,38,2,2,0,1,0,0,0,362,1398,12,15,0,1,629,1,429,1,0,3,0,0,1,167,0,39,0,0,87,0,0,0,11,1617,48,4,2,5
SRR4341412,21,0,0,0,0,0,0,11,1,4,0,17,0,11,5,0,5,0,123,1,2,3,13,0,8,16,0,8,2,0,11,0,39,5,2,0,772,22,2,0,0,62,1,0,0,0,0,11,480,0,2,0,0,0,0,0,0,1,0,30,56,0,2,0,0,53,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,50,0,0,89,0,0,0,0,1,0,0,154,0,2,19,18,1,0,0,0,0,0,4,75,8894,29,2,0,0,692,0,18,0,0,0,0,0,0,24,0,0,0,2808,115,0,0,0,0,695,0,0,1,0
SRR4341413,111,1,0,0,0,0,0,35,0,25,0,11,19,13,22,1,8,0,547,0,0,19,154,0,29,45,0,3,16,0,0,0,101,12,6,2,669,15,18,1,0,115,0,0,0,3,24,0,281,0,62,0,0,0,0,5,1,47,11,199,949,0,4,0,0,256,0,5,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,55,653,0,0,86,57,1,3,0,9,0,0,59,157,7614,4,5,0,3,305,0,344,1,0,1,2,0,0,64,0,1,0,109,150,0,0,0,0,1911,50,1,0,0
SRR4341414,60,0,0,0,0,0,3,993,0,8,0,0,0,14,2,3,5,0,4240,259,12,326,25,0,12,28,0,0,15,0,1,0,129,22,9,4,451,297,1,12,0,298,0,0,0,2,0,0,2461,0,36,1,0,0,0,0,0,20,6,26,435,1,32,0,0,606,1,34,1,25,1,1,0,0,0,19,0,0,0,18,0,0,0,0,0,0,0,0,6,1,57,0,0,927,3,0,127,0,0,637,0,0,0,0,86,4,1420,6,13,0,0,183,0,177,0,0,0,0,0,22,4,0,12,0,2,216,0,8,0,0,601,0,25,0,0
SRR4341415,4,0,560,0,0,0,0,65,3,0,0,0,0,18,2,0,0,0,771,39,1,24,5,0,0,0,0,0,0,0,0,0,348,4,3,0,823,34,1,2,0,56,0,0,0,0,0,1,1449,0,22,0,0,0,0,1,0,180,0,95,53,0,15,0,0,49,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1009,0,0,254,0,0,0,0,0,0,0,157,0,2,262,252,0,0,0,0,0,0,1,0,7660,13,1,0,0,212,1,140,0,0,0,0,8,0,16,0,3,0,1,24,0,0,0,0,846,0,5,0,0
SRR4341416,75,0,0,0,0,0,0,2,0,7,0,15,6,5,0,12,9,0,57,0,0,11,14,0,17,11,10,10,7,18,17,0,310,18,10,3,583,9,22,0,0,129,6,0,0,0,8,8,289,0,8,0,0,0,0,1,11,2,8,166,309,0,1,1,0,53,0,20,1,9,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,271,3,1,28,21,0,1,1,5,0,0,15,86,7842,6,6,0,0,620,0,305,0,1,2,0,1,4,51,0,14,0,1873,179,0,0,0,2,1313,311,5,38,0
SRR4341417,19,0,0,0,0,0,0,12,2,21,0,24,13,8,2,11,22,0,154,37,2,9,48,1,8,13,0,163,24,2,0,3,238,17,2,5,2587,26,62,4,0,217,6,0,0,0,3,37,0,0,13,0,0,0,2,1,10,7,8,232,336,0,11,1,0,98,0,79,2,24,0,1,5,3,0,5,4,0,0,11,2,0,0,0,0,0,0,0,1,0,2,0,2,706,2,1,53,6,0,0,0,1,0,0,109,163,5002,6,23,0,0,509,0,390,1,0,2,0,3,2,33,0,25,0,2297,25,0,0,0,2,1408,0,22,8,0
SRR4341418,65,0,116,0,0,0,0,2,4,5,0,4,0,0,0,0,11,0,67,50,1,0,10,0,1,1,0,18,13,0,7,2,341,4,0,0,543,2,8,3,0,48,2,0,0,0,16,11,903,0,11,0,0,0,0,0,2,4,12,111,161,0,0,12,0,54,0,10,0,0,1,0,0,0,0,0,3,0,0,0,0,2,537,0,0,273,0,0,0,0,0,3,44,655,0,3,9,22,0,0,1,0,0,0,1,44,9844,7,4,0,0,185,0,72,0,1,1,0,1,0,110,0,4,0,234,4,0,0,0,0,784,0,0,7,0
SRR4341419,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,673,2,3,5,1,0,2,18,0,0,0,2,0,0,37,0,0,0,51,66,0,0,0,12,0,0,0,0,0,18,1,0,3,0,0,2,0,0,0,288,0,0,55,0,0,0,1,20,0,0,0,101,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,59,141,0,35,0,0,0,0,2,0,12611,6,0,0,0,114,3,31,0,0,0,0,0,0,0,0,59,0,0,53,0,0,0,0,760,0,140,0,1
SRR4341420,0,0,0,0,0,0,0,0,7,2,0,0,0,30,4,0,0,0,6935,0,13,37,82,0,6,0,0,1,6,0,0,0,0,2,2,9,967,45,0,3,0,50,0,0,0,0,0,0,219,0,29,0,0,5,0,0,0,0,0,0,958,0,5,3916,0,332,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,905,24,0,0,1,0,0,0,0,0,0,0,1,0,0,103,0,0,0,0,0,0,0,0,0,9,3,14,0,0,329,0,48,0,0,0,0,0,0,0,0,13,0,3,202,0,0,0,0,164,0,8,0,0
SRR4341421,23,0,1,0,0,0,1,36,0,0,0,0,0,1,2,9,2,0,6587,196,0,19,207,0,14,47,0,0,0,0,0,1,6,17,0,3,2085,138,1,0,0,7,0,0,0,0,0,1,0,0,11,1,0,1,0,0,0,225,1,41,25,0,332,2098,0,395,0,0,1,1,1,17,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,19,0,0,504,0,0,397,0,0,3,0,0,0,0,937,4,135,0,6,0,0,25,0,23,0,0,0,0,0,0,7,0,0,0,0,63,0,0,0,1,810,0,2,1,0
SRR4341422,1,0,1277,0,1,0,0,66,8,0,0,0,0,249,0,3,3,0,1542,68,0,18,12,0,61,15,0,0,3,0,0,5,196,52,9,1,704,22,15,5,0,159,0,0,0,0,0,273,1958,0,7,0,0,9,0,0,0,3,0,96,98,0,15,42,0,741,0,236,0,4,4,0,0,4,0,3,0,0,0,22,0,243,1845,0,0,0,0,0,0,0,11,0,0,627,1,0,219,506,0,2,0,0,0,0,1,0,1781,3,2,0,1,309,0,129,0,0,4,0,0,0,72,0,5,0,0,467,2,0,0,0,1167,0,5,0,0
SRR4341423,0,0,122,0,0,0,1,0,0,1,0,0,0,6,22,0,3,0,10,0,0,2,4,0,2,0,0,0,0,0,19,0,2,0,0,0,49,4,0,1,0,12,0,0,0,0,0,1,337,0,2,0,0,0,3,0,0,3,0,20,66,0,0,0,0,89,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,7,1,0,5,10,0,0,0,0,0,0,16,11,9686,0,2,0,0,17,0,7,0,0,0,0,0,0,1,0,0,0,4561,2,0,0,0,0,380,0,0,0,0
SRR5328788,62,0,3,0,1,0,338,73,0,4,0,0,0,0,2,1,7,0,574,97,0,0,80,0,3,15,0,2,0,2,17,16,11,11,0,0,214,0,312,1,0,118,0,0,0,0,2,2,24,0,19,0,0,16,0,0,0,11,1,157,309,0,1,0,1,7,0,9,1,9,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,41,0,1,201,0,2,47,23,0,1,0,4,0,0,0,2,419,0,15,0,1,16,0,197,0,0,0,0,0,0,39,0,85,0,0,16,0,0,0,0,326,0,9,5,0
SRR5328789,5,0,8,0,0,0,15,117,0,1,0,0,0,1,115,5,4,2,457,30,39,0,322,0,19,0,0,0,0,0,0,0,56,29,138,14,90,0,52,24,0,327,0,0,0,4,0,0,33,0,23,0,0,0,0,13,0,0,7,100,172,0,0,0,0,384,0,12,0,0,4,0,0,0,0,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,0,19,0,1,0,0,0,0,0,0,50,0,8,20,0,0,173,0,525,0,0,10,0,0,0,6,0,39,0,0,1,0,0,0,0,353,1,2,0,0
SRR5328790,2,0,0,0,0,0,0,119,0,0,0,0,0,25,23,5,4,1,224,19,81,2,127,0,10,15,0,5,0,0,0,0,142,9,18,6,53,10,5,3,0,128,0,0,0,0,0,1,129,0,18,0,0,4,0,0,11,2,14,29,191,0,0,0,0,43,0,1,0,1,3,1,2,1,0,2,5,0,0,5,0,0,0,2,0,0,0,0,0,0,28,1,0,203,0,0,34,81,0,0,0,2,0,0,0,182,891,7,14,0,0,169,0,316,4,0,0,0,0,0,47,0,1,0,0,0,1,0,0,0,487,22,4,0,0
SRR5328791,1,0,0,1,0,0,22,7,0,1,0,0,1,0,8,0,0,0,138,5,2119,0,25,0,9,3,0,0,0,0,0,0,2,18,7,5,15,0,3,0,0,13,0,0,0,0,0,0,0,0,12,30,0,0,0,0,0,0,8,71,417,0,0,0,0,62,5,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,576,0,0,0,0,0,0,9,0,0,11,0,0,22,0,0,2,0,1,0,0,1,2,23,0,2,0,0,8,0,163,0,0,0,0,0,0,26,0,2,0,27,0,0,0,0,0,74,0,0,1,0
SRR5328792,8,0,0,0,0,0,3,106,0,0,0,6,0,13,10,1,16,0,1697,25,31,2,65,0,14,15,0,0,0,0,0,0,30,5,0,0,153,39,0,2,0,77,4,0,0,1,0,3,7,0,160,0,0,0,0,0,0,2,5,12,149,0,0,0,0,187,0,3,0,1,1,1,0,0,0,0,10,0,0,3,9,0,0,0,0,0,0,0,0,0,57,0,0,299,0,0,119,0,0,2,0,0,0,0,0,0,0,0,11,0,0,76,0,332,1,0,0,0,0,0,19,0,6,0,0,1,0,0,0,0,195,1,1,2,0
SRR5328793,0,0,0,0,0,0,0,0,0,19,0,0,0,1,8,0,1,0,6,1,2,0,229,0,1,0,0,0,0,0,4,0,96,65,0,0,51,1,0,6,0,252,0,0,0,12,0,2,0,0,97,0,0,0,0,34,0,0,0,50,25,0,0,0,0,32,0,89,0,0,0,1,1,0,0,2,2,0,1,0,4,0,0,29,3,0,0,4,0,0,0,1,0,6,0,0,0,2,0,0,0,11,0,0,2,0,1292,1,0,0,0,32,0,57,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1457,0,0,0,0
SRR5328794,3,0,1,0,1,0,459,9,8,14,0,0,0,0,101,2,7,9,96,2,153,0,140,0,8,0,0,0,0,0,26,0,16,15,12,0,34,0,87,53,0,131,0,0,0,5,0,86,239,0,45,0,0,0,34,6,0,0,8,276,371,0,20,0,0,23,2,64,2,7,0,0,0,1,0,3,7,0,0,2,0,0,104,0,0,0,0,0,0,0,0,15,0,126,0,0,149,15,0,0,0,0,0,0,0,1,18,19,3,0,0,165,0,268,0,0,5,0,3,0,200,0,18,0,1,0,1,0,0,0,298,0,2,0,0
SRR5328795,0,0,0,0,0,0,0,1,0,254,0,0,0,2,86,0,5,0,62,0,130,0,998,0,24,0,1,0,0,0,251,2,105,0,152,1,45,0,15,166,0,241,0,0,0,5,0,0,0,0,341,0,0,0,0,23,0,14,0,17,29,0,0,0,0,120,0,0,1,0,1,0,0,0,0,0,3,0,0,13,1,0,0,0,0,0,0,2,0,0,1,11,0,6,0,0,11,8,0,0,1,0,0,0,0,2,170,26,0,0,0,361,0,130,0,0,21,0,0,0,0,0,12,0,0,2,0,0,0,0,126,0,0,0,0
SRR5328796,2,12,2,0,0,0,0,86,0,0,0,4,0,4,439,2,9,0,552,92,69,1,197,0,14,4,0,0,0,0,0,0,169,44,27,15,52,1,3,46,0,145,0,0,0,34,0,25,4,0,101,0,0,0,0,45,0,8,0,139,58,0,3,6,0,273,0,25,0,0,0,1,0,0,0,0,0,0,0,7,0,3,0,95,0,0,0,0,0,0,5,0,0,404,1,3,58,5,1,0,0,0,0,0,33,1,30,2,29,0,0,23,0,131,0,0,4,32,0,0,23,0,41,0,1,0,1,1,1,0,348,0,1,1,0
SRR5328797,0,0,5,0,0,0,0,0,6,7,0,0,0,0,1,0,2,0,5,1,18,0,46,0,1,0,0,4,0,0,77,0,0,0,47,0,46,0,57,4,0,21,0,0,0,2,0,0,73,0,17,0,0,0,0,2,0,0,0,7,191,0,0,0,0,5,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,1,7,7,0,0,0,1,0,0,0,0,0,0,3,8,2696,23,1,0,0,194,0,6,0,0,1,0,8,0,0,0,4,0,68,1,0,0,0,2,275,0,9,0,0
SRR5328798,51,0,1,0,0,0,1,22,3,28,0,7,0,15,15,5,4,0,41,2,4,4,140,0,28,2,0,6,0,0,34,0,150,24,4,0,505,6,24,12,0,164,0,0,0,8,1,1,66,0,76,0,0,0,0,1,0,0,15,76,423,0,0,0,0,56,0,11,0,0,0,0,0,2,0,23,26,0,0,5,0,0,1,1,0,0,0,0,0,0,3,5,0,181,2,2,17,4,0,0,0,3,0,0,0,60,807,13,8,0,0,106,0,47,8,0,4,0,0,1,21,0,50,0,2,19,0,0,0,0,530,7,0,0,0
SRR5328799,2,0,0,0,0,0,0,27,0,2,0,0,0,1,102,1,1,0,1746,3,1,0,962,0,11,4,0,1,0,0,0,0,0,23,1,4,75,6,1,10,0,1,0,0,0,0,0,0,29,0,192,5,0,0,0,0,0,0,2,13,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,59,53,0,0,0,0,0,0,0,0,38,0,2,0,0,236,0,2,0,0,0,0,0,0,0,0,198,0,0,3,0,0,0,0,85,0,3,0,0
SRR5328800,6,0,0,0,0,0,0,0,0,46,0,0,0,11,9,1,15,0,42,86,0,0,86,0,15,0,5,0,0,0,53,2,193,6,50,0,80,7,30,29,0,188,0,0,0,36,3,36,164,0,29,0,0,32,0,22,0,0,14,224,139,0,1,0,0,55,0,27,0,0,8,1,8,0,0,6,1,0,0,1,1,0,7,14,1,2,0,1,0,0,0,4,19,393,0,0,1,11,0,0,0,11,0,0,79,8,622,3,8,0,0,72,0,230,0,0,6,0,37,0,75,0,0,0,12,0,1,0,1,0,520,0,1,0,0
SRR5328801,0,5,0,0,0,0,0,125,5,0,0,0,0,3,10,0,1,0,1438,1,112,0,173,0,3,0,0,0,0,0,0,0,6,3,32,1,50,6,3,55,0,88,0,0,0,0,0,0,71,0,15,5,0,1,0,0,0,8,0,18,291,0,5,0,0,324,0,0,0,3,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,24,33,0,1,1,0,0,0,1,0,3,5,7,0,0,74,0,610,0,0,0,0,0,0,103,0,192,0,1,1,0,0,0,0,51,0,6,0,0
SRR5328802,69,0,0,0,0,0,4,107,0,0,0,0,0,1,30,1,0,0,2225,321,54,3,101,0,0,0,0,0,0,0,1,0,3,8,2,0,81,1,0,0,0,77,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,13,95,0,8,0,0,6,0,0,0,0,0,0,0,1,0,1,2,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,214,0,0,12,0,0,0,0,0,0,0,0,0,4,9,6,0,0,125,0,244,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,47,0,0,0,0
SRR5328803,30,0,0,0,0,0,0,24,0,62,0,0,0,2,10,0,4,0,115,4,7,0,168,0,5,1,0,0,0,0,7,0,55,1,19,0,121,1,6,2,0,113,0,0,0,0,1,5,39,0,90,0,0,0,0,1,0,0,5,50,314,0,2,0,0,26,0,33,0,0,2,0,2,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,23,0,0,181,0,0,5,5,0,0,0,2,0,0,4,39,1493,22,2,0,0,388,0,131,0,0,0,0,7,0,22,0,12,0,81,0,0,0,0,0,250,0,0,0,0
SRR5328804,26,0,0,0,0,0,64,4,1,63,0,1,0,27,200,1,4,0,38,20,3,0,380,0,15,3,0,0,0,0,0,0,426,5,59,87,116,0,51,22,0,171,0,0,0,26,0,5,5,0,119,0,0,0,0,10,0,0,2,199,160,0,1,0,0,104,0,13,0,0,5,18,2,0,0,5,2,0,0,19,5,0,0,84,4,0,0,0,0,0,0,1,14,116,1,0,6,6,0,0,0,11,0,0,5,0,73,15,7,0,1,238,0,471,0,0,3,0,7,0,20,0,0,0,1,0,0,0,0,1,425,0,0,0,0
SRR5328805,7,0,0,0,0,0,121,165,0,18,0,0,0,10,40,1,7,0,1085,92,2,7,23,0,9,14,0,15,0,0,0,0,65,9,55,6,333,7,6,4,0,46,0,0,0,1,0,0,0,0,15,0,0,0,0,1,4,39,4,16,340,0,1,0,0,29,0,31,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,380,3,0,220,9,1,0,0,0,0,0,26,0,125,6,5,0,0,47,0,102,72,0,0,0,0,0,78,0,2,0,0,3,0,0,0,4,241,0,9,21,0
SRR5328806,0,0,1,0,1,0,56,90,0,0,0,1,0,0,15,1,5,0,1213,0,9,3,101,0,31,20,0,20,0,0,0,0,2,15,3,16,118,13,0,6,0,55,0,0,0,1,0,0,0,0,19,0,0,0,0,0,1,0,0,10,546,0,2,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,64,0,0,139,0,0,116,1,0,0,0,0,0,0,201,187,366,19,2,0,0,249,0,52,0,1,0,1,0,0,8,0,4,0,1,38,0,0,0,0,85,40,2,0,0
SRR5328807,1,0,0,0,0,0,0,17,0,53,0,0,0,4,34,3,8,0,47,4,74,3,192,0,5,2,0,0,0,0,136,0,8,11,10,0,87,2,13,9,0,79,0,0,0,2,0,40,68,0,290,0,0,0,0,4,0,0,2,51,91,0,0,0,0,13,0,8,0,0,0,5,2,0,0,0,21,0,0,3,0,0,49,1,0,0,0,0,0,0,0,9,29,25,0,0,26,48,0,0,0,3,0,0,1,44,1915,1,4,0,0,27,0,41,0,0,7,0,3,0,26,0,2,0,77,1,0,0,0,0,245,0,0,0,0
SRR5328808,9,0,10,0,0,1,0,32,4,54,0,1,0,0,4,3,13,0,274,53,37,1,94,0,29,11,0,5,0,1,34,0,64,26,93,5,312,1,53,15,0,176,1,0,0,2,1,8,0,0,26,0,0,0,0,7,1,0,2,39,228,0,0,0,0,71,0,30,0,0,1,1,0,1,0,16,3,0,0,3,0,0,10,1,1,1,0,0,0,0,8,7,0,151,0,0,78,13,0,0,0,0,0,0,20,0,726,48,7,0,0,342,0,151,0,0,5,0,13,1,24,0,2,0,173,4,0,0,0,4,259,69,0,1,0
SRR5328809,1,0,0,0,0,0,0,10,0,13,0,0,0,0,3,0,1,0,16,1,38,0,275,0,3,0,0,0,0,0,7,0,12,2,19,1,82,3,7,3,0,146,0,0,0,0,0,0,26,0,230,0,0,0,0,12,4,2,0,482,88,0,0,0,0,44,0,5,0,0,2,0,7,0,0,4,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,3,20,166,3,0,29,0,0,0,0,0,0,0,1,107,1178,0,0,0,0,67,0,481,0,0,5,0,2,0,46,0,2,0,1,1,1,0,0,0,315,0,0,0,0
