"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Acetoanaerobium","Acetobacter","Achromobacter","Acidaminobacter","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinobaculum","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alcaligenes","Alistipes","Alkalibacter","Alkalibacterium","Alkalibaculum","Alkaliphilus","Allisonella","Allobaculum","Alloscardovia","Anaerobiospirillum","Anaerobranca","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerophaga","Anaeroplasma","Anaerorhabdus","Anaerosphaera","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovibrio","Anaerovorax","Aquabacterium","Aquaspirillum","Arcanobacterium","Arthrobacter","Asteroleplasma","Atopobium","Atopostipes","Azonexus","Azospirillum","Bacillus","Bacteroides","Barnesiella","Bdellovibrio","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobium","Brevibacillus","Brevibacterium","Brevundimonas","Bulleidia","Burkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","Caldilinea","Caldimonas","Caloramator","Campylobacter","Carnobacterium","Catenibacterium","Catonella","Cedecea","Cellulomonas","Cellulosilyticum","Cerasicoccus","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XII","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Coraliomargarita","Coriobacterium","Corynebacterium","Cronobacter","Cryptobacterium","Cupriavidus","Dehalobacter","Delftia","Denitrobacterium","Dermabacter","Desmospora","Desulfitobacterium","Desulfobulbus","Desulfohalobium","Desulfosporosinus","Desulfotomaculum","Desulfovibrio","Dethiobacter","Dethiosulfatibacter","Devosia","Dialister","Dietzia","Dongia","Dorea","Dysgonomonas","Eggerthella","Elizabethkingia","Elusimicrobium","Enhydrobacter","Enterobacter","Enterococcus","Enterorhabdus","Eremococcus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Facklamia","Faecalibacterium","Fastidiosipila","Filifactor","Finegoldia","Flavobacterium","Flavonifractor","Fodinicurvata","Francisella","Fusobacterium","Galbibacter","Gallicola","Gardnerella","Gemella","Gemmiger","Geoalkalibacter","Geobacillus","Georgfuchsia","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Hallella","Halochromatium","Halomonas","Haloplasma","Helcococcus","Helicobacter","Heliobacterium","Herbaspirillum","Hespellia","Holdemania","Howardella","Humibacter","Hydrogenoanaerobacterium","Hydrotalea","Hymenobacter","Janthinobacterium","Jonquetella","Kangiella","Kiloniella","Klebsiella","Kluyvera","Kocuria","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leucobacter","Leuconostoc","Limnobacter","Listeria","Lutispora","Lysinibacillus","Mangrovibacter","Marispirillum","Marvinbryantia","Megamonas","Megasphaera","Mesoplasma","Methanobrevibacter","Methanosphaera","Methylobacterium","Microbacterium","Micrococcus","Mitsuokella","Mobiluncus","Modestobacter","Mogibacterium","Moorella","Moraxella","Morganella","Moryella","Mucilaginibacter","Murdochiella","Mycobacterium","Mycoplasma","Natronincola","Negativicoccus","Neisseria","Nesterenkonia","Nocardioides","Nonomuraea","Nosocomiicoccus","Novispirillum","Novosphingobium","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalicibacterium","Oxalobacter","Paenibacillus","Paludibacter","Pantoea","Papillibacter","Parabacteroides","Paracoccus","Paraeggerthella","Parapedobacter","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Pedobacter","Pelistega","Pelomonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phyllobacterium","Planobacterium","Plesiomonas","Pontibacter","Porphyromonas","Prevotella","Propionibacterium","Proteocatella","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoxanthomonas","Psychrobacter","Psychromonas","Pyramidobacter","Ralstonia","Raoultella","Rhizobium","Rhodococcus","Rhodospirillum","Rikenella","Robinsoniella","Roseburia","Rothia","Ruminobacter","Ruminococcus","Saccharibacillus","Saccharofermentans","Salmonella","Sarcina","Scardovia","Schlegelella","Schwartzia","Selenomonas","Serratia","Shewanella","Shimwellia","Shinella","Shuttleworthia","Slackia","Sneathia","Soehngenia","Solibacillus","Solobacterium","Sphingobacterium","Sphingobium","Sphingomonas","Sphingopyxis","Spirochaeta","Spiroplasma","Spirosoma","Sporacetigenium","Sporanaerobacter","Sporobacter","Sporosalibacterium","Sporosarcina","Staphylococcus","Stenotrophomonas","Streptacidiphilus","Streptobacillus","Streptococcus","Streptomyces","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Sulfuritalea","Sutterella","Syntrophococcus","Syntrophomonas","TM7_genera_incertae_sedis","Tannerella","Tepidibacter","Tepidimicrobium","Tessaracoccus","Thermanaerovibrio","Thermoanaerobacter","Thermogymnomonas","Thermotalea","Thiohalobacter","Thiomonas","Thioprofundum","Tindallia","Tissierella","Treponema","Turicibacter","Unassigned","Ureaplasma","Vagococcus","Vampirovibrio","Varibaculum","Variovorax","Veillonella","Vibrio","Victivallis","Virgibacillus","Vulcanibacillus","Weissella","Yersinia","Zimmermannella"
"MBA4038",0,61,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,215,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,6,95,2,29,8,0,11,0,0,1,0,0,0,0,1,974,166,0,17,2,235,0,6,0,0,0,0,0,0,47,19,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,143,62,38,0,12,280,5,12,3,0,0,140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,23,0,0,0,1,0,0,81,0,0,0,0,0,0,0,2,0,0,7,6,10,119,0,256,0,0,0,0,10,0,0,0,6,0,0,0,30,0,0,0,0,0,91,0,2,1,169,0,0,0,0,1,0,0,31,8,0,2,1,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,34,5,0,186,0,0,0,5,0,0,204,0,0,0,5,0,10,0,0,0,0,0,0,1,0,0,69,0,0,0,0,38,2627,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,9,0,2,218,0,0,205,0,7,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,1,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,470,0,0,23,0,0,1,0,53,0,0,0,0,0
"MBA4039",0,12,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,315,0,0,0,0,1,8,0,0,0,0,3,0,0,0,128,0,0,13,20,0,29,3,0,11,0,0,1,0,0,0,0,0,4224,201,0,19,2,318,0,6,0,0,0,0,0,0,28,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,224,44,65,0,12,636,11,34,3,0,0,198,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,1,0,0,0,43,0,0,38,0,0,0,0,0,0,0,0,0,0,25,0,2,73,0,1344,0,0,0,0,10,0,0,0,6,0,0,0,150,0,0,0,0,0,14,0,3,1,13,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,70,1,0,235,0,0,0,5,0,0,267,0,0,0,185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,63,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,9,0,0,406,0,0,326,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,1224,0,0,21,0,0,0,0,0,0,0,0,0,0
"MBA4040",0,12,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,80,1171,0,24,0,0,11,0,0,2,0,0,0,0,0,2279,0,0,106,0,1289,0,5,0,0,0,0,0,0,41,3,3,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,26,7,22,0,22,1589,9,21,3,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,1,4,0,0,0,0,0,0,0,0,135,1,2,8,0,1852,0,0,0,0,15,0,0,0,6,0,0,0,313,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,4,1,0,2,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,11,0,0,1800,0,0,67,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0
"S13",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,53,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,1,1,0,0,0,0,0,0,0,704,24,0,22,0,73,0,17,0,0,0,0,0,0,111,11,0,0,0,8,3,0,34,0,0,0,0,0,0,3,0,0,54,13,72,0,1,216,17,21,8,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,40,0,0,24,0,0,0,26,0,2,0,0,0,0,0,0,0,14,0,952,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,38,0,9,0,0,0,0,0,0,7,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,77,0,0,0,0,0,0,64,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,4,0,0,0,0,28,4930,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,12,0,0,732,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,449,0,0,6,0,0,70,0,0,0,0,0,0,0
"S14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,16,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,236,0,0,4,0,9,0,0,0,1,0,0,0,0,39,1,0,66,0,183,0,19,0,0,0,0,0,0,24,5,0,0,0,7,0,0,93,0,0,0,0,0,0,1,1,0,40,11,231,0,1,538,2,130,52,0,0,595,112,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,10,0,0,0,0,0,0,55,0,0,0,31,0,4,0,3,0,0,0,0,6,63,0,844,0,0,0,0,3,0,0,0,0,0,0,0,52,0,0,0,0,0,120,0,5,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,2,1,0,40,0,0,0,1,0,0,21,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,29,2429,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,11,0,0,281,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,362,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,1072,0,0,0,0,0,10,0,0,0,0,0,0,0
"S16",0,6,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,15,0,326,0,0,0,0,4,28,0,0,0,0,4,0,0,0,0,0,0,19,86,2,40,4,0,0,0,0,0,0,0,0,0,0,1087,564,0,46,0,224,0,0,0,0,0,0,0,0,38,18,0,0,1,1,0,0,80,0,0,0,0,0,0,3,0,0,11,7,23,0,1,276,1,7,3,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,136,0,0,52,0,0,0,26,0,2,0,6,0,0,0,1,0,247,0,678,0,0,0,0,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,66,4,28,184,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,28,2536,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,12,0,0,442,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,18,0,0,0,0,119,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,732,0,0,0,0,0,0,0,5,0,0,0,0,0
"S17",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,3,7,0,0,0,0,1,0,0,57,53,0,0,32,344,32,75,2,0,0,0,0,0,0,0,0,0,0,174,237,0,9,0,295,0,0,0,0,0,0,0,0,10,0,12,0,0,11,144,0,0,0,0,0,0,0,0,4,0,0,163,8,18,0,1,751,4,8,6,0,0,242,40,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,6,0,0,0,10,0,0,16,0,0,0,25,0,4,0,0,0,0,36,0,66,103,0,361,0,0,0,0,3,0,0,0,8,0,0,0,82,43,0,0,0,0,194,0,4,0,0,0,0,0,0,0,0,1,0,68,0,0,0,0,0,0,0,0,0,9,0,0,1,14,1,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,49,1,21,435,0,0,0,219,0,0,288,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,28,2193,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,14,0,0,412,0,0,259,0,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,82,0,0,0,0,17,0,0,0,0,127,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,181,2210,0,0,97,0,0,86,0,48,0,0,0,0,0
"S19",0,23,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,22,0,66,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,7,13,8,17,4,0,17,0,0,0,0,0,0,0,0,1745,2,0,0,7,148,0,0,0,0,0,0,0,0,5,27,20,0,0,9,0,0,1,0,0,0,0,0,0,5,0,0,73,31,13,0,1,190,2,1,8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,166,0,0,62,0,0,0,23,0,6,0,2,0,0,0,9,15,146,0,334,0,0,0,0,1,0,0,0,0,0,0,0,281,10,0,0,0,0,43,0,0,11,0,0,0,0,0,0,0,1,4,2,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,78,0,0,0,0,0,0,274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,18,5,159,0,1,0,0,0,0,95,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,28,1333,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,17,0,0,38,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,2578,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,0,0,0,0,0,0,0,10,0,0,0,0,0
"S20",0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,130,0,0,0,0,4,42,0,0,0,0,16,0,0,0,0,0,0,8,91,0,26,17,0,0,8,0,0,0,0,0,0,0,321,191,0,0,3,533,0,0,0,0,0,0,0,0,113,12,0,0,0,12,0,0,133,0,0,0,0,0,0,5,0,0,137,23,44,0,1,1006,64,68,17,0,0,363,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,18,0,0,0,211,0,0,110,0,0,0,24,0,5,15,11,0,0,7,0,1,33,0,618,0,0,0,0,8,0,0,1,14,0,0,0,203,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40,6,3,712,0,0,0,0,0,0,211,0,0,0,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,207,1651,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,15,0,2,236,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,45,0,0,0,0,5,0,0,0,0,63,0,0,0,0,0,0,13,0,0,0,0,8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,1308,0,0,372,0,0,2,0,162,0,0,0,0,0
"S21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,4,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,2,0,10,89,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,6,0,0,0,0,0,430,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,1,0,0,0,0,1,0,0,0,0,0,0,0
"S24",0,76,0,0,0,0,0,0,37,0,0,0,0,1,0,0,0,0,22,0,404,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,6703,2,0,4,19,222,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,262,76,2,0,22,315,38,1,0,0,0,37,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,63,0,0,0,48,0,0,79,0,0,0,23,0,6,0,1,0,0,0,21,0,130,0,225,0,0,0,0,37,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,14,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,87,0,2,0,0,0,0,412,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,106,1,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,163,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1495,0,0,0,0,0,2,0,0,0,0,0,0,0
"S27",0,19,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,12,0,907,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,113,6,0,0,0,0,16,0,0,0,0,0,0,0,3340,88,0,490,1,564,0,0,0,0,0,3,0,0,25,159,0,0,0,3,0,0,50,0,0,0,0,0,0,0,0,0,78,33,416,0,1,151,3,11,109,0,0,306,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,125,0,0,43,0,0,0,29,0,0,0,14,0,0,0,1,0,409,0,762,0,0,1,0,8,0,0,0,0,0,0,0,138,0,0,0,0,0,12,0,0,0,53,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,62,162,0,3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,90,8,0,239,0,3,0,0,0,0,792,0,0,0,67,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,25,702,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,6,0,0,199,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,30,0,0,0,0,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,918,0,0,0,0,0,0,0,0,0,0,0,0,0
"S28",0,3,0,0,0,0,0,0,81,0,0,0,0,4,0,0,0,0,17,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,3,0,7,0,0,0,1,0,0,0,0,2289,37,0,0,4,205,0,0,0,0,0,0,0,0,16,33,17,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,26,56,2,0,15,328,1,1,13,0,0,796,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,31,0,0,0,0,0,0,491,0,0,0,26,0,3,0,0,0,0,0,6,0,304,0,252,0,0,0,0,14,0,0,10,0,0,1,4,10,0,0,0,0,0,118,7,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,1,0,0,0,0,128,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,13,3,0,341,0,0,0,0,0,0,178,0,0,0,376,0,4,3,0,0,0,0,0,0,0,0,201,0,0,0,0,213,422,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,0,0,83,0,0,297,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,0,0,0,1050,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,572,0,0,0,0,0,0,0,94,0,0,0,0,0
"S3",0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,51,0,0,1,0,2,59,0,0,0,0,27,0,0,0,0,2,0,1,117,2,0,1,0,0,0,0,0,0,0,0,0,0,207,409,0,123,0,376,0,0,0,0,0,0,0,0,16,6,48,0,0,41,0,0,118,0,0,0,0,0,0,3,0,0,813,5,121,0,1,652,3,324,20,0,0,241,0,0,0,0,0,0,0,0,91,0,0,0,0,0,2,0,0,0,0,0,364,0,0,127,0,0,0,26,0,3,0,17,0,0,10,3,1,200,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,534,0,40,0,0,0,0,0,0,0,0,1,16,2,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,5,56,618,0,1,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,45,0,0,0,0,28,26,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,13,0,0,355,1,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,102,0,0,0,0,0,12,0,0,0,103,0,0,0,0,0,0,96,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,383,0,0,53,0,0,10,0,5,0,0,0,0,0
"S30",0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,133,3,0,0,0,1,123,0,0,0,0,0,0,0,0,221,0,0,1,89,0,0,2,0,0,2,0,0,0,0,0,0,0,1664,156,0,35,3,170,0,0,0,0,0,0,0,0,19,53,0,1,0,1,0,0,285,0,0,0,0,0,0,4,0,0,127,4,30,0,34,828,13,32,11,0,0,290,6,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,12,0,0,0,18,0,0,72,0,0,0,25,0,3,0,3,0,0,18,0,7,45,0,425,0,0,0,0,2,0,0,0,0,0,0,0,160,0,0,0,0,0,71,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,22,0,0,46,0,0,0,0,0,0,125,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,28,1912,0,0,0,0,3,8,1,0,0,0,0,0,0,0,0,14,0,0,147,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1576,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276,0,0,0,0,0,6,0,0,0,0,0,0,0
