cutoff,trial_number,base_dim,n_layers,latent_dim,activation,strategy,dropout_rate,epochs,learning_rate,loss,permanova,n_clusters,noise_ratio,beta_kl,weight_decay,grad_clip_norm,csm,kl_warmup_ratio,norm
0.01,550,512,3,41,leaky_relu,constant,0.2,150,0.0004181101483058128,0.3597503900527954,0.06897167317495306,7,0.937015503875969,0.058439482821542765,5.411831330236688e-07,0.816628106350715,leaf,0.5776645541662466,batchnorm
0.01,551,512,3,29,leaky_relu,constant,0.2,150,0.0007266151869554821,0.24333512783050537,0.005779473604561591,6,0.9331395348837209,0.027299658808817732,1.0107287442665534e-06,0.7493337291913091,leaf,0.5193288304237498,batchnorm
0.1,552,512,3,32,leaky_relu,constant,0.2,150,0.0007036784040706418,0.918407678604126,0.0887323580314807,12,0.7684108527131783,0.045812362771456026,2.103047515313143e-05,0.7884696435407781,leaf,0.5543424086647745,batchnorm
0.05,553,256,3,28,leaky_relu,constant,0.2,150,0.0002665097717174461,0.5695295333862305,0.032423846390857346,5,0.8197674418604651,0.024435316071196606,3.2847389739989342e-06,1.1666665031142007,leaf,0.5680715383315237,batchnorm
0.01,554,512,3,30,leaky_relu,constant,0.3,100,0.000504453472676449,0.23946154117584229,0.02372550146446332,18,0.6308139534883721,0.010052958442374981,2.6956744559948222e-05,0.9252580271944023,leaf,0.542574026377079,batchnorm
0.07,555,512,3,27,leaky_relu,constant,0.2,150,0.00043335826108382926,0.7057113647460938,0.10186114166193087,6,0.6618217054263565,0.037702096467842006,4.607446990151735e-05,0.835740267729195,leaf,0.529942496909473,batchnorm
0.07,558,512,3,33,leaky_relu,constant,0.1,150,0.0006954855415586098,0.6737222671508789,0.14683967867788186,4,0.9447674418604651,0.03800723605343743,1.3767459299639702e-05,0.6435406513620344,leaf,0.5640289724671714,batchnorm
0.005,559,512,3,36,relu,constant,0.1,150,0.0005449884085793883,0.21239806711673737,0.12274560703781605,8,0.9195736434108527,0.023760998575754,5.310773001937414e-05,0.7754186328740836,leaf,0.5456221909284783,batchnorm
0.07,562,512,3,26,leaky_relu,constant,0.0,150,0.0005840757334230789,0.623320996761322,0.020285589105854297,13,0.8352713178294574,0.010239002192628747,2.0096613019795494e-05,0.819861011386747,leaf,0.5730243511313435,batchnorm
0.07,563,512,3,29,leaky_relu,constant,0.1,150,0.0004758055841508846,0.754395067691803,0.043591424158958635,5,0.9234496124031008,0.04828792400953847,8.022509608844338e-06,0.8910362988503767,leaf,0.5776980364783814,batchnorm
0.01,564,512,3,10,leaky_relu,constant,0.2,150,0.0007473015899267074,0.34036874771118164,0.06254694533989448,16,0.875,0.033081086873368006,2.491072872796527e-05,0.8467617365771237,leaf,0.5308686544672535,batchnorm
0.07,565,512,1,14,leaky_relu,constant,0.3,150,0.0006523284288324373,0.7416209578514099,0.1863521488331094,3,0.6676356589147286,0.06263012035030231,1.6241394621335848e-06,0.9236833739592669,eom,0.5594701030136723,batchnorm
0.07,566,512,3,27,leaky_relu,constant,0.1,150,0.0006968542593773124,0.6659442186355591,0.0,19,0.7742248062015504,0.025449030697507476,5.005534976551485e-05,0.7916481968707297,leaf,0.3379716172227153,batchnorm
0.07,567,512,3,27,leaky_relu,constant,0.1,150,0.0007552590908562781,0.7399064302444458,0.05556321210646171,8,0.8963178294573644,0.049107119055347065,4.9909104632403706e-05,0.7740702447336993,leaf,0.5435805231199446,batchnorm
0.07,570,512,3,25,leaky_relu,constant,0.1,150,0.0007250591287314771,0.7360116839408875,0.00953585358247561,16,0.8372093023255814,0.038882340953932,5.613942119518731e-05,0.7957300518276704,leaf,0.4463319443002572,batchnorm
0.07,571,512,3,29,leaky_relu,constant,0.1,150,0.000805093427765642,0.7953615188598633,0.023834296581058498,11,0.9176356589147286,0.06972092318679722,4.30279314761023e-05,0.7643935316608876,leaf,0.5669853770795223,batchnorm
0.07,572,512,3,40,leaky_relu,constant,0.1,150,0.0006721505167589035,0.6636373996734619,0.04516419079545234,14,0.8430232558139535,0.02697200491845971,6.353059443533263e-05,0.8232594838246096,leaf,0.42466999870018274,batchnorm
0.07,573,512,3,27,leaky_relu,double,0.1,150,0.000359004561669222,0.7418933510780334,0.013858306704760856,18,0.8052325581395349,0.054216350965341484,3.491484168644927e-05,0.7929589128505978,leaf,0.3294436929726589,batchnorm
0.07,575,512,3,30,leaky_relu,constant,0.1,100,0.00022057094807927138,0.8057476878166199,0.02018037992146015,15,0.6598837209302325,0.027578385918127314,0.00033743972256894644,1.0638708364188059,leaf,0.43574610345852316,batchnorm
0.07,576,512,3,28,leaky_relu,constant,0.1,150,0.0006281959783379482,0.7693937420845032,0.010019798724809329,18,0.8624031007751938,0.04460677943013855,4.976552684443467e-05,0.865071466919591,leaf,0.343817910198338,batchnorm
0.07,577,512,3,32,leaky_relu,constant,0.1,150,0.0006995173411405469,0.7823144197463989,0.031058818345242743,8,0.9098837209302325,0.010387736457177804,0.0007765053933208471,0.8028803046179865,leaf,0.5839785788577143,batchnorm
0.07,579,512,3,30,leaky_relu,constant,0.4,150,0.0006125503076294495,0.6384217143058777,0.05334074593285261,9,0.8013565891472868,0.024050584887957048,7.025011159483246e-05,0.8910831629529945,leaf,0.5343653099607513,layernorm
0.1,580,512,3,26,leaky_relu,constant,0.1,80,0.0007605985276044881,1.0276602506637573,0.045640630329833246,12,0.5891472868217055,0.06157832108696315,4.963907744920157e-05,0.9416998778314675,leaf,0.5697872093470164,batchnorm
0.07,582,512,3,31,leaky_relu,constant,0.1,150,0.0006878237263692908,0.6196445226669312,0.021464259088480684,27,0.7393410852713178,0.04041487806386286,6.464534442999427e-05,0.6830386245771929,leaf,0.5532867725984739,batchnorm
0.05,583,256,3,29,leaky_relu,constant,0.0,150,0.000434475037713413,0.6373066902160645,0.004514287384061458,16,0.6375968992248062,0.023387267387262507,4.086162549094982e-05,0.8548552949307329,leaf,0.5421257719044948,batchnorm
0.07,584,512,3,39,leaky_relu,constant,0.1,150,0.00014238390909262927,0.8447403907775879,0.010137137106216837,10,0.8352713178294574,0.051271930031766,8.289017734474286e-05,0.7599025187792592,leaf,0.5785572522620076,batchnorm
0.07,585,512,3,35,leaky_relu,constant,0.1,150,0.0005540913246588309,0.8105332851409912,0.3662670407548454,2,0.3905038759689923,0.010375411283340609,1.4506395068785358e-07,1.2455327291513918,eom,0.5619268307993016,batchnorm
0.07,587,512,3,33,leaky_relu,double,0.1,150,0.0007834150663658387,0.6201117634773254,0.030772643789128133,16,0.7965116279069767,0.035768744679866536,3.1191023333033165e-05,1.0163433117294987,leaf,0.5697057696285764,layernorm
0.07,588,512,3,37,leaky_relu,constant,0.1,80,0.000696622562356389,0.7011438012123108,0.003961420362437787,16,0.7645348837209303,0.03456495679018463,5.0745818629950126e-05,0.8379330078236263,leaf,0.4949531438932271,batchnorm
0.07,591,512,4,34,leaky_relu,constant,0.1,150,0.0009977078470064663,0.7742472887039185,0.1414121668037685,8,0.9282945736434108,0.05751327253846415,2.8039315643243165e-05,0.7104247006980562,leaf,0.5974585128506703,batchnorm
0.07,592,512,3,32,leaky_relu,constant,0.1,150,0.0006028353207010041,0.7639020085334778,0.004179134851294253,16,0.7771317829457365,0.02671109404752657,1.1182184026152136e-06,0.7730802474631483,leaf,0.5805387306873471,batchnorm
0.07,593,512,3,31,leaky_relu,constant,0.0,150,0.0005179458402503541,0.8418826460838318,0.023003154349350442,17,0.813953488372093,0.04566082991373677,6.6838323927754e-05,0.9296679184798197,leaf,0.5415082357138282,batchnorm
0.005,594,512,2,24,leaky_relu,constant,0.1,150,9.12641224401636e-05,0.20753294229507446,0.03141883322242937,13,0.7567829457364341,0.02421881087299881,4.7842351208641556e-05,0.867884713218836,leaf,0.5598554684237691,batchnorm
0.07,596,512,3,30,leaky_relu,constant,0.2,100,0.0007547320519528388,0.8390820026397705,0.01211869544897881,3,0.9224806201550387,0.0426784399150812,3.461741529975902e-05,0.8318586532345187,leaf,0.5690188878811193,batchnorm
0.07,598,512,3,28,leaky_relu,constant,0.1,150,0.00046112314903744354,1.0169830322265625,0.01902725462040467,10,0.752906976744186,0.05914586085977984,4.498491748372545e-05,0.9739613480467321,leaf,0.5846284465865307,batchnorm
0.07,599,512,3,25,leaky_relu,constant,0.1,150,0.0003314532095510228,0.7301487922668457,0.002126066723630341,26,0.6695736434108527,0.024839243300211054,8.729429100784603e-07,0.8092323704966772,leaf,0.33730871033601373,batchnorm
0.07,600,512,3,24,leaky_relu,constant,0.1,150,0.00033702978650139453,0.8928012847900391,0.010582508084905077,30,0.6947674418604651,0.023374289080211753,2.5973495430194875e-05,0.8140999487214817,leaf,0.34445467951505065,batchnorm
0.07,601,512,3,26,leaky_relu,constant,0.1,150,0.0002567063447255321,0.7631598114967346,0.006485220296266899,21,0.6492248062015504,0.02309604275462211,2.695410078061357e-07,0.8544203831759568,leaf,0.331879899063755,batchnorm
0.01,604,512,3,25,leaky_relu,constant,0.1,150,0.0002937763471207134,0.3995765447616577,0.14446909308501146,2,0.8972868217054264,0.7052509044607562,6.688649357635334e-07,0.7890070886610561,eom,0.3470888607483724,batchnorm
0.07,606,512,3,23,leaky_relu,constant,0.4,150,0.0002760078643077494,0.6445760726928711,0.02815578315189958,16,0.6937984496124031,0.02267963916192423,8.100336255596429e-07,0.8988667857747702,leaf,0.35423978580871474,batchnorm
0.07,607,512,3,25,leaky_relu,constant,0.1,150,0.0003817782465143097,0.6102485060691833,0.0005422833400763969,28,0.7063953488372093,0.010019954516622988,6.848878880799921e-05,0.8021706211595662,leaf,0.3328210187625436,batchnorm
0.07,608,512,3,23,leaky_relu,constant,0.1,150,0.00030630049998336007,0.8698751926422119,0.024953213108083447,31,0.6996124031007752,0.012354792296863275,7.145411526808454e-05,0.7961787514542521,leaf,0.3432550847264926,batchnorm
0.07,609,512,3,24,leaky_relu,constant,0.1,150,0.00043896534053805694,0.6595882773399353,0.00012574586751363617,31,0.6598837209302325,0.011216696121349436,0.0001499451854313404,0.7740544006501278,leaf,0.3217207383922586,batchnorm
0.1,610,512,3,24,leaky_relu,constant,0.1,150,0.00039299783954658326,0.863106906414032,0.03321734536634101,19,0.624031007751938,0.012342677026631733,0.0001674539718868384,0.7677969221231055,leaf,0.32844347465479845,batchnorm
0.07,611,512,3,25,leaky_relu,constant,0.1,150,0.00035493852493367027,0.6097499132156372,0.05503251451488957,24,0.685077519379845,0.021171662079833686,4.342927890628217e-07,0.762781146822924,leaf,0.32494250931522256,batchnorm
0.07,612,512,3,24,gelu,constant,0.1,150,0.00029928994048273726,0.7804978489875793,0.0019860361375233448,31,0.6124031007751938,0.01025581049709835,0.0002013560201401096,0.7772962274739904,leaf,0.31340125337054137,batchnorm
0.05,613,512,3,23,leaky_relu,constant,0.1,150,0.0003108208031798376,0.5976319313049316,0.01721420159254831,13,0.7122093023255814,0.022990687761682935,0.00026063313465976497,0.8002978879487036,leaf,0.3164286226381843,batchnorm
0.07,614,512,3,23,gelu,constant,0.5,150,0.00032633659634173444,0.8409250974655151,0.01573426808261869,21,0.8846899224806202,0.032770483019344376,0.00015222802080178233,0.7908149551552587,leaf,0.30925402629809123,batchnorm
0.07,615,512,3,24,gelu,constant,0.0,150,0.0003663098576005021,0.7585079073905945,0.01192212317400465,19,0.7374031007751938,0.010631478750850291,0.0001279408222265965,0.820341442948544,leaf,0.31974849318527265,batchnorm
0.01,616,512,3,24,leaky_relu,constant,0.1,150,0.00029936494318870416,0.25482210516929626,0.005979487917009046,24,0.6812015503875969,0.011109890003017348,0.00023147147701624556,0.8386001595234752,leaf,0.3172508113732151,batchnorm
0.07,617,512,3,23,gelu,constant,0.1,150,0.0003704889431200307,0.7758229970932007,0.030765979993731256,15,0.7248062015503876,0.036053032704253044,0.00020410003274295863,0.8090438085314171,leaf,0.34233342247955056,batchnorm
0.07,618,512,3,22,gelu,constant,0.2,150,0.0002756164887423374,0.7582774758338928,0.03859211940956357,40,0.7248062015503876,0.011063469197550368,0.00015358070689081344,0.7796308078044984,leaf,0.3364607905315781,batchnorm
0.07,619,512,3,24,gelu,constant,0.1,150,0.0003429042164607401,0.772121787071228,0.03531712413601741,24,0.7945736434108527,0.027541168983940857,0.00035075189413840855,0.8549387262619474,leaf,0.33088441789900686,batchnorm
0.07,620,512,3,25,gelu,constant,0.1,150,0.0003753997162752968,0.8697013854980469,0.014074014246345546,27,0.7218992248062015,0.04228851719516051,5.35846428822389e-06,0.8216368963613104,leaf,0.31237868362347854,batchnorm
0.07,621,512,3,25,gelu,constant,0.1,150,0.00041157656058633227,0.767916202545166,0.006325934125515783,20,0.6434108527131783,0.01065285245371708,0.00013949603895847815,0.7603567055996046,leaf,0.3081642832731425,batchnorm
0.07,622,512,3,24,gelu,constant,0.1,150,0.0003251455757968542,0.7554240822792053,0.011539426830160645,32,0.7209302325581395,0.02583705703139335,0.00021061011011926586,0.8687958667540987,leaf,0.3550577639795725,batchnorm
0.005,623,512,3,21,leaky_relu,constant,0.1,150,0.0002480892954567349,0.19799712300300598,0.08294816690952327,12,0.8062015503875969,0.010291493823810822,0.00015903529182362538,0.8049830045637557,leaf,0.32563127560127314,batchnorm
0.07,624,512,3,25,leaky_relu,constant,0.0,150,0.00031631817979865194,0.8229960203170776,0.09508752014985,7,0.8071705426356589,0.04703275101924717,0.0001733738868813903,0.8337643390085117,leaf,0.2994207984726321,batchnorm
0.07,625,512,3,22,gelu,constant,0.1,150,0.00038869752380551255,0.8314653038978577,0.41535482136423235,2,0.13565891472868216,0.035292295109207256,0.0002709383337001496,0.8927086382266237,eom,0.33503246608536585,batchnorm
0.01,626,512,3,35,gelu,constant,0.1,150,0.00028811018623898366,0.29268914461135864,0.12041847646091763,17,0.873062015503876,0.02710069539312608,0.00019208139748902803,0.933828664200846,leaf,0.3034813160249189,batchnorm
0.07,627,512,3,23,leaky_relu,constant,0.2,150,0.0004384024025438629,0.711567759513855,0.0653633861398537,6,0.937015503875969,0.05613862305216048,0.00039989288404334563,0.7814683191767055,leaf,0.23173346222730928,batchnorm
0.07,628,512,3,34,gelu,constant,0.1,150,0.0003469920062363451,0.6641160845756531,0.021317186031011882,26,0.7713178294573644,0.03575493028520012,0.00011478648999244638,0.8543752584530481,leaf,0.3370341346614165,batchnorm
0.07,631,512,3,33,leaky_relu,constant,0.1,150,0.00037401298720284764,0.7513975501060486,0.0021778782390940656,27,0.6472868217054264,0.025533221438555506,0.00013267119589888823,1.0974327309770255,leaf,0.351958412024506,batchnorm
0.07,632,512,3,33,leaky_relu,constant,0.4,150,0.0003802185236050604,0.7392892837524414,0.014504691732728418,21,0.7325581395348837,0.02394328612083397,0.00016242643158761598,0.944170352065486,leaf,0.34677235868892764,batchnorm
0.07,633,512,3,34,leaky_relu,constant,0.1,150,0.0003629121985668261,0.7669142484664917,0.005621547421771974,27,0.6753875968992248,0.010041898960775007,0.00013389620224360171,1.6202202752492791,leaf,0.3432483021362357,batchnorm
0.07,634,512,3,33,leaky_relu,constant,0.0,150,0.0003243020993321196,0.8262577652931213,0.003566990902701457,32,0.7906976744186046,0.0281715711569314,0.00021699921003514374,1.1166732539081363,leaf,0.3194392535699995,batchnorm
0.01,635,512,3,36,leaky_relu,constant,0.1,150,0.0003936461131209298,0.23131774365901947,0.03204528884978122,19,0.8217054263565892,0.025547034870788868,0.000131110830950211,1.055752851427316,leaf,0.3497140330711474,batchnorm
0.07,636,512,3,35,gelu,constant,0.1,150,0.00043196027624741926,0.7509312629699707,0.008339147439344297,31,0.6637596899224806,0.010163902432201466,0.00019499526553319314,1.5465277928082446,leaf,0.33477220957596027,batchnorm
0.07,637,512,3,33,leaky_relu,constant,0.2,150,0.00030289576213510467,0.8368271589279175,0.027251426960009626,16,0.7199612403100775,0.044219863445485674,0.0001021128179645175,1.0331061930490335,leaf,0.32763072048864517,batchnorm
0.1,638,512,3,32,leaky_relu,constant,0.1,150,0.00036100698662870813,0.7970792651176453,0.006367664960554858,23,0.7063953488372093,0.032694807334912826,0.00019643505187040122,0.9829382388047845,leaf,0.3591165713437523,batchnorm
0.05,639,512,3,34,leaky_relu,constant,0.1,150,0.00032816204323853304,0.6107815504074097,0.0018490031814952326,25,0.7248062015503876,0.02450751114604699,0.00010230152615571639,1.0953178723339219,leaf,0.2889761213052407,batchnorm
0.05,640,512,2,34,leaky_relu,constant,0.1,150,0.0002872766504298093,0.5098421573638916,0.022563474689757685,21,0.8391472868217055,0.061098812406485264,0.00011459733924647857,1.089340262125306,leaf,0.3002579131875409,batchnorm
0.05,641,512,3,35,leaky_relu,constant,0.1,150,0.00033351814099385433,0.617222785949707,0.043700167599063845,22,0.8556201550387597,0.047703996166005076,0.00013489072689214072,1.1717189571318551,leaf,0.31444000921769494,batchnorm
0.05,642,512,3,33,leaky_relu,constant,0.1,150,0.00032508910059859725,0.6192438006401062,0.010552205006352318,24,0.7994186046511628,0.03718830537924932,0.000298680619730039,1.2030320407960835,leaf,0.2907685948429757,batchnorm
0.05,643,512,3,34,leaky_relu,constant,0.1,150,0.00026665338203991755,0.6756836771965027,0.03623581729335375,18,0.8798449612403101,0.07541744251356042,9.289966069633435e-05,1.0121498581698218,leaf,0.29215575423032214,batchnorm
0.01,644,512,3,36,leaky_relu,constant,0.1,150,0.00038933399859219164,0.28808900713920593,0.042961104239909266,17,0.872093023255814,0.02607614318677768,0.00015578380740651052,1.2417909190858778,leaf,0.3350224043135032,batchnorm
0.05,645,512,3,32,leaky_relu,constant,0.1,150,0.0003553657809701297,0.6716006398200989,0.2577383498577169,2,0.436046511627907,0.04955016979839938,0.0005562437379860044,0.9643932891618878,eom,0.2401771052366023,batchnorm
0.05,646,512,3,35,leaky_relu,constant,0.1,150,0.0002364857266889848,0.6678284406661987,0.026751408497510815,19,0.7567829457364341,0.06075743510344804,0.00011672599632819476,0.9925796429219207,leaf,0.3165508917117963,batchnorm
0.05,647,512,4,33,leaky_relu,constant,0.1,150,0.0002898748925314747,0.7070935368537903,0.06613585936818575,10,0.8255813953488372,0.030765858020312967,9.908622181450762e-05,1.2826156556068633,leaf,0.26758300173386085,batchnorm
0.05,648,512,3,34,leaky_relu,constant,0.1,150,0.000442088190338808,0.7041329741477966,0.01708661596138402,27,0.6937984496124031,0.023285740231818817,9.37298981942827e-05,1.135228412300493,leaf,0.2202119876554396,batchnorm
0.05,649,256,3,36,leaky_relu,constant,0.1,150,0.0003223277205056766,0.7258995771408081,0.010862180335557688,15,0.8265503875968992,0.0411165963058344,0.0001881493619750283,1.0438202317826715,leaf,0.3076308773303435,batchnorm
0.05,651,512,3,37,gelu,constant,0.5,150,0.0003381904252881186,0.7827140688896179,0.01803766874877139,17,0.8081395348837209,0.026428979278993993,8.320131652224651e-05,1.0622130780553662,leaf,0.31825133699815766,batchnorm
0.07,653,512,3,33,leaky_relu,constant,0.1,150,0.0004751274057889916,0.6957771182060242,0.01671291608887421,17,0.7819767441860465,0.03760100324668648,0.00016036455028627396,1.7105458312232282,leaf,0.33751978784748843,batchnorm
0.01,656,512,3,23,leaky_relu,constant,0.1,150,0.0004300676645098636,0.24734723567962646,0.011389365848197138,18,0.6211240310077519,0.01042625311802629,4.1983900658164485e-07,1.0099935237437943,leaf,0.3554616209147641,batchnorm
0.07,657,512,3,34,leaky_relu,constant,0.2,150,0.00025652637932218253,1.0783830881118774,0.025290644557833617,5,0.9156976744186046,0.05105755345989331,7.45526329171049e-05,1.0921841895156776,leaf,0.331027245700336,batchnorm
0.07,659,512,3,25,leaky_relu,constant,0.1,150,0.00030626367397547876,0.6832305192947388,0.022170780783434412,29,0.6976744186046512,0.025503855721590505,7.486380979934587e-05,0.7814728932283782,leaf,0.28322474114938767,batchnorm
0.07,661,512,3,31,leaky_relu,constant,0.1,150,0.00034793330848095934,0.776034951210022,0.019373304369310004,25,0.8255813953488372,0.06332778265343972,9.935481628114554e-05,0.8987573443290147,leaf,0.3075599588010783,batchnorm
0.07,663,512,3,33,leaky_relu,constant,0.1,150,0.00048965580865961,0.6795369386672974,0.01172395849354687,31,0.7432170542635659,0.010784146111139307,3.893321903402293e-06,0.796871453742156,leaf,0.3637957022839067,batchnorm
0.1,664,512,3,24,gelu,constant,0.1,150,0.0003998785058075912,0.7858415246009827,0.17068577755694642,16,0.44476744186046513,0.024348194801068174,6.802892658684349e-05,0.8696354754616614,eom,0.6849700962676892,batchnorm
0.07,665,512,3,38,leaky_relu,constant,0.2,150,0.0002082207895731978,0.8220555782318115,0.019693884548807272,5,0.8788759689922481,0.042278347547559374,0.0001500625709529749,0.7432630765665508,leaf,0.21312594303758842,batchnorm
0.01,666,512,3,25,leaky_relu,constant,0.1,150,0.0003689428696850128,0.2729872167110443,0.004130871470399525,34,0.7713178294573644,0.010509532482642362,8.885763226858768e-07,0.9612678402444321,leaf,0.3380126583817844,batchnorm
0.07,667,512,3,34,leaky_relu,constant,0.1,150,0.000318392071354797,0.8193279504776001,0.031315670422920945,5,0.9282945736434108,0.05651679967289305,5.778283746192759e-05,0.8471240719785575,leaf,0.2374114715794061,batchnorm
0.07,668,512,3,31,leaky_relu,constant,0.1,150,0.0005108329267339006,0.9515190124511719,0.011787432720759609,16,0.687015503875969,0.03171195606874563,0.00011189785948555689,0.778591928062595,leaf,0.32541581222873156,batchnorm
0.07,669,512,3,33,leaky_relu,constant,0.4,150,0.00034614537612593206,0.7689164280891418,0.04001297447485954,16,0.8197674418604651,0.04133390501726341,6.6044548669699285e-06,0.8209993119713197,leaf,0.3464732339249923,batchnorm
0.07,670,256,3,41,leaky_relu,constant,0.1,150,0.00027517573174865733,0.8178388476371765,0.0520257781046496,5,0.6385658914728682,0.02499292993641414,8.655359439679426e-05,0.8842057842074529,leaf,0.24859505873630927,batchnorm
0.07,671,512,3,26,leaky_relu,constant,0.1,100,0.0004216912210868762,0.7119463682174683,0.037100532262628945,15,0.7306201550387597,0.010247158571031142,3.33118135399304e-08,0.9185811971194773,leaf,0.2250066993738646,none
0.07,672,512,3,36,leaky_relu,constant,0.1,150,0.00044753085497320694,0.7938480377197266,0.19091547416856075,3,0.9040697674418605,0.07423744204964436,6.250188477450585e-05,0.8474556969351059,leaf,0.34056552454748307,batchnorm
0.07,673,512,3,24,leaky_relu,constant,0.1,150,0.0003231509527302324,0.8263264298439026,0.023717242766112586,14,0.7596899224806202,0.050986897376937096,7.752582582234303e-05,0.7627372140341647,leaf,0.2644434680678826,batchnorm
0.01,675,512,3,23,gelu,constant,0.1,150,7.888535212653141e-05,0.2896032929420471,0.17227768243360814,5,0.8624031007751938,0.02482094219230665,0.00018354058846545456,0.7254953406995256,leaf,0.5115258065669033,batchnorm
0.05,676,512,3,31,leaky_relu,constant,0.5,150,0.000546092607814352,0.7062627077102661,0.0845833716643663,18,0.9069767441860465,0.039098248219351636,0.00013766612848530117,0.8711183446447914,leaf,0.5292610697276642,batchnorm
0.07,677,512,3,34,leaky_relu,constant,0.1,150,0.0004738741748902637,0.714606523513794,0.10494242304565679,12,0.8255813953488372,0.060842427813240965,6.047882331600963e-05,0.9178555149576147,leaf,0.27552772689504523,batchnorm
0.005,678,512,3,25,leaky_relu,constant,0.1,150,3.563347005223279e-05,0.24707359075546265,0.12434098288159189,3,0.9457364341085271,0.025418469191518564,0.0002661746778490488,0.8307181875662205,leaf,0.3181105127888808,batchnorm
0.07,679,512,3,26,leaky_relu,constant,0.1,150,0.00030026352669469713,0.7291372418403625,0.0016045123951671876,24,0.7344961240310077,0.04131643838736067,1.2231334546275568e-05,0.7916518907142944,leaf,0.2928618817946763,batchnorm
0.07,680,512,3,26,leaky_relu,constant,0.1,150,0.0002751407345651668,0.7082120776176453,0.01177844978199171,34,0.7461240310077519,0.010180958279168123,9.4460888259306e-06,0.8041413977131175,leaf,0.2940102723032258,batchnorm
0.07,681,512,3,27,leaky_relu,constant,0.1,150,0.00030378302627801054,0.7355372309684753,0.01582676020281897,25,0.7025193798449613,0.05099982426340685,1.4360250896250885e-05,1.2293822511906982,leaf,0.29717440897138786,batchnorm
0.07,682,512,3,26,leaky_relu,constant,0.1,150,0.0002649616139931309,0.7512090802192688,0.003778419931638807,25,0.7713178294573644,0.032192287770260355,1.2529929848916316e-05,0.8380428125171223,leaf,0.2782263423928111,batchnorm
0.07,683,512,3,27,leaky_relu,constant,0.1,150,0.0003001084127560977,0.7231493592262268,0.23514149929511766,4,0.748062015503876,0.12792096249302468,2.9950197447956034e-06,1.2703668939178772,eom,0.28478386431099323,batchnorm
0.07,684,512,3,37,leaky_relu,constant,0.2,150,0.00023210870130871278,0.7160137891769409,0.009967468248244248,26,0.7412790697674418,0.02315895094258113,1.712787479572589e-05,0.8741122406563937,leaf,0.2876475107577419,batchnorm
0.07,685,512,3,26,leaky_relu,constant,0.1,150,0.00033695641924698675,0.7051476240158081,0.17137420256920347,14,0.9457364341085271,0.24036749989515516,1.01831481739311e-05,0.7900713235926041,leaf,0.30455827061713453,batchnorm
0.01,686,512,3,31,leaky_relu,constant,0.1,150,0.0001839060591906126,0.3513396978378296,0.04988862584045033,13,0.9244186046511628,0.0673914782823282,5.20763698224875e-07,0.8472663438781399,leaf,0.31179775456613673,batchnorm
0.07,687,512,3,35,leaky_relu,constant,0.1,150,0.0002506788121313771,0.8132264018058777,0.004156808170667937,28,0.75,0.04010880115383605,1.3250740494272766e-05,0.9472979568301835,leaf,0.300352672370682,batchnorm
0.07,689,512,3,25,leaky_relu,constant,0.1,150,0.0003595754954871862,0.5730345845222473,0.003317404782550183,33,0.7790697674418605,0.010006450152881565,1.6688444662240226e-05,1.0334519734293235,leaf,0.26220603127811765,batchnorm
0.05,690,512,3,27,leaky_relu,constant,0.1,150,0.0002894138168978652,0.7161516547203064,0.008525642744000975,20,0.6986434108527132,0.05035188380266793,1.7512014556521107e-05,0.9929585541913987,leaf,0.4887698157643583,batchnorm
0.07,692,512,3,32,leaky_relu,constant,0.1,150,0.0003947040343155014,0.9321885108947754,0.0,5,0.9282945736434108,0.037475223420569956,2.0523092145169312e-05,0.7761131362586188,leaf,0.798002607460384,batchnorm
0.07,697,512,3,35,leaky_relu,constant,0.1,150,0.0003725628018895423,0.7201431393623352,0.04523796614491321,6,0.937015503875969,0.056202308281604434,1.1938233042747814e-05,0.8854880108803804,leaf,0.2730653335921148,batchnorm
0.07,698,512,3,34,leaky_relu,constant,0.1,150,0.000341791506899901,0.8412312269210815,0.19451380055284823,4,0.9457364341085271,0.05420345489658546,2.1525819133803394e-05,1.0789919080467694,leaf,0.7557960380981434,batchnorm
0.07,699,512,3,31,leaky_relu,constant,0.1,150,0.0004608186232921806,0.7478815317153931,1.560596037119252e-16,5,0.9156976744186046,0.03947410012091931,1.9787572760449978e-05,0.8545299331045493,leaf,0.3607492171248115,batchnorm
0.07,700,512,3,31,leaky_relu,constant,0.1,150,0.0004691863033666729,0.9156087636947632,0.05287647956418534,4,0.937015503875969,0.07633058673338328,9.162312081402455e-06,0.800543194718957,leaf,0.725720642213274,batchnorm
0.07,702,512,3,31,leaky_relu,constant,0.1,150,0.0004053060805587528,0.7243164777755737,0.08639280143772671,2,0.9437984496124031,0.04678710954784394,6.713831229915532e-06,0.7765630047785892,leaf,0.368645141057283,batchnorm
0.07,703,512,2,30,leaky_relu,constant,0.1,150,0.0004416765172877876,0.8470290899276733,0.3234858235552225,2,0.5552325581395349,0.03973634675800809,1.148753563177316e-05,0.8615321894460337,eom,0.34852403366256157,batchnorm
0.05,706,512,3,31,leaky_relu,constant,0.1,150,0.0004877335595254718,0.5628235340118408,0.008964626660103371,6,0.9156976744186046,0.03738039876583532,1.7750296229983307e-05,0.7486289815147812,leaf,0.7962947486966226,batchnorm
0.07,708,512,3,32,leaky_relu,constant,0.1,150,0.00037049771458245133,0.6539322137832642,0.09751690245435847,3,0.9176356589147286,0.07526039750733107,2.3198333280368622e-05,1.1860350861420155,leaf,0.3627030693241393,batchnorm
